invoice_date,customer,amount
19. 05. 2021,Williams-Curtis,43261.92
24. 07. 2021,"Dixon, Diaz and Fernandez",46439.16
26. 06. 2021,Perkins-Clayton,8145.08
02. 05. 2021,Vazquez-Ellis,35940.43
12. 06. 2021,Williams-Ruiz,78624.95
19. 06. 2021,Clark-Cox,13528.79
13. 08. 2021,"Little, Espinoza and Manning",71335.3
26. 06. 2021,Baker-Newton,92757.63
13. 06. 2021,"Russell, Richardson and Dixon",82680.13
25. 08. 2021,"Wilson, Stewart and Johnson",41033.65
12. 08. 2021,Mills-Sanders,77544.71
01. 05. 2021,Anderson-Flores,87.81
08. 05. 2021,Baker-Foster,26918.8
20. 07. 2021,"Carroll, Hill and Stevens",14266.72
01. 07. 2021,Lowe PLC,44851.17
25. 08. 2021,Smith-Trevino,58365.07
06. 07. 2021,"Miller, Boone and Young",34467.31
08. 06. 2021,Willis LLC,58605.32
25. 07. 2021,Matthews and Sons,59409.32
17. 07. 2021,"Maldonado, Mcgee and Warren",97386.55
19. 08. 2021,Thompson Inc,42491.6
18. 08. 2021,Lane-Ramirez,59833.12
06. 06. 2021,Rogers-Smith,48143.12
09. 08. 2021,"Phillips, Grimes and Smith",1080.56
21. 05. 2021,"Gutierrez, Richardson and Eaton",10047.03
01. 08. 2021,Anderson Inc,91167.5
09. 05. 2021,Hudson-Obrien,18597.48
23. 05. 2021,Fox-Mccarty,48990.21
29. 07. 2021,Moore-Herrera,74460.72
17. 08. 2021,Velasquez LLC,11717.47
28. 07. 2021,Myers-Moore,10362.71
06. 06. 2021,"Jordan, Nolan and Ware",25795.87
05. 08. 2021,Howard-Reese,80279.71
13. 07. 2021,"Brennan, Martinez and Day",34098.53
18. 08. 2021,Parker LLC,34647.68
03. 06. 2021,Graves-Stevens,60220.25
10. 08. 2021,"Bond, Miller and Davila",5563.26
04. 07. 2021,"Saunders, Costa and Young",21795.5
09. 06. 2021,"Maxwell, Cox and Murphy",5818.14
18. 07. 2021,Palmer-Carpenter,47341.22
15. 07. 2021,"Parker, Rosales and Wilson",22180.04
01. 05. 2021,"Mcclain, Walker and Ramirez",81352.93
12. 07. 2021,"Fernandez, Wallace and Sharp",80861.57
26. 05. 2021,Jones Ltd,93133.64
03. 05. 2021,Archer Ltd,61780.97
20. 08. 2021,Jenkins-Snyder,47702.31
25. 06. 2021,Walker Group,80331.74
23. 07. 2021,Rowe-Richardson,47762.56
19. 06. 2021,Castro-Adams,55484.5
13. 07. 2021,Smith-Fischer,7160.01
03. 05. 2021,Clark-Soto,90355.43
17. 07. 2021,Young LLC,69394.88
19. 07. 2021,Torres LLC,33967.29
10. 05. 2021,Lindsey-Foley,66850.28
13. 07. 2021,Walsh-Barnett,73270.02
23. 08. 2021,"Mendoza, Flores and Daniel",68053.19
21. 06. 2021,"Schmitt, Patel and Thomas",74133.88
03. 06. 2021,"Smith, Soto and Simpson",20746.63
03. 06. 2021,Wilson PLC,28929.88
09. 06. 2021,Friedman Inc,58373.61
27. 08. 2021,"Mercado, Hensley and Johns",41416.92
23. 08. 2021,"Sims, Burke and Robertson",13622.1
29. 07. 2021,Smith LLC,64309.05
11. 07. 2021,Yu-Harvey,47964.98
19. 07. 2021,Martinez Ltd,3950.85
27. 06. 2021,"Howell, Smith and Bridges",8194.01
07. 06. 2021,"Casey, Smith and Trujillo",27977.88
11. 08. 2021,Robertson-Ballard,3601.02
05. 06. 2021,Castaneda Inc,98007.9
24. 08. 2021,"Walsh, Thomas and Knapp",97821.02
06. 05. 2021,Mccarthy-Garcia,87132.68
26. 05. 2021,"Walker, Osborne and Baxter",46191.98
11. 06. 2021,"Bell, Reynolds and Cowan",54930.59
28. 08. 2021,Cortez and Sons,80769.7
05. 08. 2021,"Gonzales, French and Sanchez",48240.88
15. 07. 2021,Cherry-Montgomery,92691.39
17. 06. 2021,"Byrd, Hall and Evans",33185.73
18. 06. 2021,"Harris, Price and Brown",27907.31
08. 07. 2021,"Moore, Jackson and Sullivan",74373.64
31. 05. 2021,"Smith, Quinn and Patton",79273.6
15. 05. 2021,Gutierrez and Sons,80360.38
12. 08. 2021,Williams LLC,81479.95
17. 08. 2021,"Hanson, Brooks and Gilbert",85657.91
30. 05. 2021,Williams Group,89045.13
22. 05. 2021,Flores-Gillespie,91130.73
28. 08. 2021,Washington and Sons,85174.87
24. 07. 2021,"Mendoza, Wood and Taylor",35338.57
27. 07. 2021,Mccoy Ltd,54041.34
09. 07. 2021,"Flynn, Francis and Byrd",92106.33
21. 06. 2021,Sanchez-Jackson,18513.24
16. 05. 2021,Short-Gregory,99278.55
21. 08. 2021,Miller-Brennan,69415.56
23. 05. 2021,"Ross, Harding and Reeves",3174.11
29. 05. 2021,"Leach, Ford and Smith",63644.94
05. 07. 2021,Mccoy and Sons,33971.55
22. 07. 2021,Howard-Williams,82756.27
22. 06. 2021,Watkins-Richardson,60037.8
08. 06. 2021,Clark and Sons,72752.61
12. 05. 2021,"Steele, Robinson and Baker",8241.59
14. 05. 2021,"Miller, Johnson and Kidd",60045.02
23. 05. 2021,Robinson PLC,43274.45
21. 06. 2021,"Harrington, Frazier and Jones",51045.02
10. 07. 2021,"Morton, Reyes and Allen",82977.97
29. 08. 2021,"Thomas, Garcia and Hall",3957.94
14. 05. 2021,Smith Inc,64930.87
19. 06. 2021,Schneider-Marshall,55867.58
20. 07. 2021,Browning Inc,94200.12
20. 07. 2021,Johns LLC,19133.68
21. 07. 2021,Stephens PLC,79448.98
27. 05. 2021,Mclean-Wright,7819.51
12. 07. 2021,Jackson-Cole,46620.89
07. 08. 2021,"Russell, Taylor and Holmes",35926.04
27. 06. 2021,"Williams, Downs and Wheeler",62701.32
13. 07. 2021,"Reed, Cuevas and Reese",81886.57
19. 06. 2021,Suarez-Johnson,80183.99
01. 06. 2021,"Williams, Bailey and James",23555.51
08. 08. 2021,Fisher-Bailey,74254.42
08. 05. 2021,Lewis Inc,82973.22
11. 07. 2021,Flores-Walters,29374.21
27. 05. 2021,Cox-Marsh,65764.06
09. 08. 2021,"Howard, Arnold and Jones",28587.97
18. 08. 2021,Quinn Inc,25329.85
01. 05. 2021,Wells-Douglas,30861.33
17. 05. 2021,"Vega, Moore and Wilson",52865.19
16. 05. 2021,Fox Ltd,50349.91
19. 05. 2021,Le-Owens,23347.97
03. 08. 2021,"Franco, Rodriguez and Warner",86751.18
07. 08. 2021,Fowler-Hawkins,63876.05
19. 07. 2021,"Lee, Newman and Ritter",22906.63
02. 08. 2021,Hall and Sons,12532.29
21. 08. 2021,Schultz-Kelley,13613.15
22. 07. 2021,Stevens-Stevens,84219.09
20. 08. 2021,Bradley Inc,13782.82
08. 06. 2021,"Robinson, Ballard and Thompson",17185.32
16. 05. 2021,Myers and Sons,17939.65
05. 06. 2021,"Martinez, Morgan and Hernandez",26180.24
21. 06. 2021,Ellison-Moore,70883.28
30. 06. 2021,Davenport-Burke,89851.73
22. 05. 2021,Tanner Ltd,29106.45
27. 07. 2021,"Miranda, Adams and Parker",33926.57
10. 08. 2021,Middleton Inc,68798.52
23. 06. 2021,"Reeves, Shields and Jacobson",41844.95
22. 06. 2021,"Green, Garrett and Byrd",47113.71
08. 07. 2021,Walker-Aguilar,78984.28
29. 07. 2021,"Jones, Howe and Holmes",10884.49
08. 05. 2021,Snyder-Davis,20938.56
06. 07. 2021,Edwards Inc,62594.86
22. 08. 2021,Mccarty and Sons,62595.55
12. 06. 2021,"Kelley, Lamb and Hartman",61242.5
04. 06. 2021,"Brooks, Wright and Stevens",7393.88
23. 07. 2021,Rios-Davis,92011.84
06. 05. 2021,Barnes-Davis,17582.09
19. 06. 2021,"Jimenez, Barnes and Harris",50490.18
10. 06. 2021,"Chapman, Mitchell and Dixon",46532.08
01. 05. 2021,"Woodward, Reeves and Allen",88275.54
06. 06. 2021,Miller and Sons,2139.97
12. 08. 2021,Romero-Reed,42791.2
04. 08. 2021,Boyd PLC,44149.31
05. 07. 2021,Kerr-Brady,15766.11
05. 08. 2021,"Vaughan, Sanders and Perkins",52856.35
20. 05. 2021,Howell Group,42530.5
28. 06. 2021,"Brown, Huffman and Watkins",11614.26
06. 07. 2021,Owens-Jones,1210.85
27. 05. 2021,Evans-Chavez,2800.33
12. 08. 2021,Merritt-Johnson,54511.97
25. 06. 2021,"Williams, Smith and Padilla",75717.85
10. 07. 2021,Evans PLC,61165.99
04. 06. 2021,Michael-Campbell,7890.07
08. 08. 2021,Malone-Harris,12925.56
06. 06. 2021,Benitez-Rogers,18671.52
10. 07. 2021,Patterson LLC,60721.67
12. 06. 2021,Scott Inc,34818.54
23. 08. 2021,"Peterson, Kim and Powell",64046.57
08. 07. 2021,Williams Inc,16817.56
11. 05. 2021,Duran LLC,89905.17
29. 07. 2021,Peck-Collins,20822.31
18. 05. 2021,Mcclure Inc,53472.48
19. 07. 2021,"Fowler, Lewis and Mendoza",6313.34
18. 07. 2021,Howard-Ewing,93859.96
22. 05. 2021,"Ross, Brown and Garcia",61292.17
21. 07. 2021,Sparks-Holloway,68577.81
18. 07. 2021,"Morales, Anderson and Knight",46054.71
08. 07. 2021,Alvarez Group,4122.44
29. 07. 2021,Cunningham-Mason,61308.45
24. 07. 2021,Olson-Parker,48521.76
31. 07. 2021,"Mcgee, Smith and Smith",45166.02
27. 05. 2021,"Mendoza, Ibarra and Chandler",85064.41
29. 05. 2021,Levy-Ford,44570.91
25. 08. 2021,Taylor Group,31400.39
03. 06. 2021,Wiggins and Sons,72991.18
04. 08. 2021,Wallace-Carlson,96104.18
23. 08. 2021,Smith-Jacobs,21755.65
27. 08. 2021,"Santiago, Harris and Lynch",35410.79
10. 05. 2021,"Jacobs, Sanford and Acosta",15209.14
20. 06. 2021,Rodriguez PLC,64393.76
17. 05. 2021,Rogers-Davis,74953.7
17. 07. 2021,"Saunders, Costa and Young",18900.16
26. 07. 2021,Fuller PLC,77778.72
21. 05. 2021,Adams-Love,37719.65
06. 08. 2021,Snyder PLC,6584.56
23. 08. 2021,"Moore, Wright and Matthews",57497.16
13. 05. 2021,"Fisher, Moody and Kelley",17297.4
03. 05. 2021,Stewart Group,33918.54
04. 08. 2021,Ward Inc,46348.8
29. 07. 2021,Barnes Inc,55164.31
02. 07. 2021,"Stevens, Ramirez and Mcdaniel",17882.33
07. 08. 2021,"Evans, Phillips and Hunt",75929.52
25. 06. 2021,Miller-Cannon,32807.2
08. 07. 2021,Larson Inc,20411.31
27. 06. 2021,Morgan and Sons,44091.91
06. 08. 2021,Martin-Spencer,96850.76
16. 07. 2021,"Russell, Davis and Pace",81.96
04. 08. 2021,"Anderson, Osborn and Mack",81095.76
04. 06. 2021,Ballard-Hahn,51935.37
15. 08. 2021,"Alvarado, Walter and Tanner",45004.45
17. 08. 2021,"Kent, Benton and Bailey",19468.28
05. 07. 2021,Weber-Ferguson,504.54
24. 06. 2021,Morrow Inc,82984.39
22. 07. 2021,Ortiz Group,73962.58
28. 08. 2021,Dodson-Peterson,76777.64
28. 07. 2021,Carpenter-Moreno,69973.06
02. 07. 2021,Morgan Group,99058.36
23. 05. 2021,"Henderson, Benitez and Parks",79519.55
02. 05. 2021,"Martin, Montgomery and Bonilla",47416.94
27. 07. 2021,Hudson Group,99210.15
02. 05. 2021,Garcia-Collins,21508.45
05. 08. 2021,Mason-Johnson,21745.27
11. 07. 2021,"Fields, Adams and Wong",62212.63
28. 05. 2021,Walters-Ramirez,93664.41
14. 07. 2021,Schmitt-Rodriguez,34336.76
04. 06. 2021,"Brennan, Martinez and Day",80388.66
04. 07. 2021,Barnes-Martin,45542.77
20. 07. 2021,Medina PLC,16288.67
21. 06. 2021,Davis PLC,15105.25
01. 08. 2021,Simmons-Carter,2859.15
16. 07. 2021,Mcdaniel-James,19417.52
27. 07. 2021,Potter-Blake,68883.2
06. 07. 2021,"Richards, Cooley and Hart",36914.09
09. 06. 2021,"Holmes, Lee and Sanders",7907.93
27. 06. 2021,"Smith, Odonnell and Weiss",74144.36
04. 06. 2021,Thompson Inc,79717.06
20. 05. 2021,Ferrell-Eaton,10430.48
09. 08. 2021,Newton Ltd,34549.08
23. 07. 2021,Valenzuela-Odom,94856.02
22. 08. 2021,"Richards, Cooley and Hart",40419.03
07. 05. 2021,Price PLC,65875.26
07. 07. 2021,Rowe-Garrett,18002.24
12. 07. 2021,"Martin, Fox and Chavez",51833.88
26. 05. 2021,Chavez-Jones,65860.38
02. 05. 2021,Bush and Sons,80442.63
28. 07. 2021,"Marks, Thomas and Wallace",25340.32
22. 06. 2021,"Brooks, Bowman and Thompson",4806.51
04. 05. 2021,Carter LLC,73877.36
09. 07. 2021,Mueller-Nelson,63555.16
03. 08. 2021,"Brown, Lopez and Jensen",86600.73
19. 08. 2021,Sanchez-Davis,16963.03
28. 05. 2021,Thomas-Collins,97566.57
17. 08. 2021,"Baird, Peters and Rodriguez",10587.01
17. 08. 2021,"Warner, Charles and Savage",66702.56
20. 07. 2021,Dunn-Dominguez,58488.18
12. 07. 2021,"Martin, Fox and Holt",55496.54
23. 08. 2021,Kennedy-Munoz,6088.42
16. 07. 2021,Gonzalez-Oneal,51881.67
03. 06. 2021,Jones-Burgess,3422.92
29. 06. 2021,"Petty, Townsend and Hurst",43643.67
09. 06. 2021,"Garcia, Thompson and Vincent",88352.46
08. 06. 2021,"Hudson, Crawford and Martinez",61015.92
27. 07. 2021,Bowen-Jacobson,47169.27
18. 07. 2021,Flores-Clark,48458.16
29. 08. 2021,"Taylor, Fox and Graham",61522.29
20. 08. 2021,Smith and Sons,54041.33
14. 05. 2021,"Kelly, Walls and Shaffer",74924.89
11. 05. 2021,Martinez Group,37049.01
12. 06. 2021,Martinez-Moore,9879.57
28. 06. 2021,Johnson-Gibson,88706.29
13. 07. 2021,Sullivan and Sons,65844.57
05. 05. 2021,Clark and Sons,34841.5
09. 05. 2021,Myers-Lopez,43978.38
25. 05. 2021,"Gould, Fitzpatrick and Farmer",20014.49
22. 05. 2021,"Harper, Taylor and Cisneros",33579.07
08. 07. 2021,"Duncan, Green and Jackson",69670.65
08. 08. 2021,Horton-Elliott,38658.83
14. 06. 2021,Rios-Thompson,53533.04
28. 07. 2021,Frank-Curtis,58619.73
25. 05. 2021,Chavez-Jones,55003.89
18. 08. 2021,"Hodges, Williams and Powell",90177.79
24. 07. 2021,Mejia Ltd,95398.23
18. 06. 2021,Johnson and Sons,98992.4
16. 07. 2021,"Lamb, Steele and Wright",83442.19
03. 05. 2021,Nichols and Sons,6904.47
21. 08. 2021,Hartman-Garcia,37945.75
20. 08. 2021,"Martinez, Burton and Johnson",1707.47
26. 05. 2021,Farrell-Gonzalez,65001.6
02. 05. 2021,Jackson LLC,92102.27
30. 05. 2021,"Armstrong, Long and Parker",69690.26
27. 08. 2021,Martinez-Tran,30050.78
20. 06. 2021,Mccann-Bennett,91760.17
27. 08. 2021,Hernandez LLC,69170.86
07. 08. 2021,Cordova-Cox,40380.97
29. 06. 2021,Becker Inc,75981.01
06. 07. 2021,Rose-Ramirez,11751.82
17. 07. 2021,"Parks, Esparza and Smith",14655.54
09. 07. 2021,Smith and Sons,24071.83
18. 05. 2021,Vega Inc,34499.74
25. 07. 2021,Ramirez-Hernandez,65947.31
19. 05. 2021,Winters-Garza,42810.8
01. 06. 2021,Gutierrez Inc,7213.17
04. 08. 2021,"Smith, Parks and Miller",96649.05
06. 07. 2021,Norman-Mccarthy,78023.23
24. 07. 2021,Davis LLC,79261.7
13. 08. 2021,Carter-Carter,46346.21
13. 07. 2021,Morris Inc,17880.45
25. 05. 2021,Chapman Group,64230.72
26. 07. 2021,"Miller, Hall and Rhodes",72466.54
15. 06. 2021,"Cook, Nicholson and Washington",58642.64
11. 05. 2021,Rodriguez and Sons,2199.77
09. 07. 2021,Dodson-Phillips,22123.15
03. 08. 2021,Santiago LLC,43562.2
26. 08. 2021,Chen-Schmitt,85620.71
25. 06. 2021,"Hughes, Owens and Jones",54859.66
15. 06. 2021,"Reynolds, Gonzalez and Smith",48338.08
21. 05. 2021,Erickson Ltd,72452.02
09. 07. 2021,Gutierrez-Brown,55051.8
19. 08. 2021,Short-Barrett,31779.96
07. 07. 2021,"Miller, Stone and Powers",89064.93
06. 07. 2021,Watson-Terrell,35409.31
09. 06. 2021,Robertson-Hicks,12862.29
08. 06. 2021,Morales and Sons,85897.8
26. 07. 2021,Robinson-Martin,73997.12
01. 06. 2021,"Ford, Floyd and Carter",96577.4
04. 07. 2021,"Bradford, Stevenson and Phillips",97819.43
15. 05. 2021,"Gutierrez, Jones and Mccarty",92058.4
05. 05. 2021,Anderson Group,13627.2
02. 05. 2021,Huerta-Harris,36000.37
16. 05. 2021,"Vega, Neal and Ross",56019.0
30. 05. 2021,Moran-Petersen,96835.23
09. 05. 2021,Chan Inc,96821.49
22. 05. 2021,Perez-Stevens,37834.59
02. 06. 2021,"Mccann, Hernandez and Villegas",5369.73
18. 05. 2021,Wagner Ltd,67855.92
21. 05. 2021,Crosby Ltd,20434.67
18. 06. 2021,Sullivan-Chen,89938.17
27. 05. 2021,Roberts-Alvarez,43094.04
30. 05. 2021,"Harris, Nash and Wilson",56937.54
14. 08. 2021,Wallace-Hoover,32811.92
08. 07. 2021,Gomez and Sons,79059.4
15. 07. 2021,"Taylor, Matthews and Joyce",36580.85
11. 06. 2021,Hines-Porter,39965.22
03. 07. 2021,"Rivers, Ryan and Harper",3599.76
04. 07. 2021,Jones-Gutierrez,61054.68
25. 05. 2021,Wagner-Rice,41701.77
02. 08. 2021,"Heath, Benitez and Acosta",9007.6
06. 08. 2021,"Gilbert, Hess and Klein",79336.47
21. 07. 2021,Nguyen Group,12108.29
29. 07. 2021,"Peterson, Anderson and Baker",85418.72
12. 06. 2021,Farmer PLC,2547.96
24. 08. 2021,Haynes Inc,78625.79
29. 08. 2021,Wolfe PLC,83661.47
28. 07. 2021,Dorsey-Cruz,16717.36
05. 06. 2021,Thomas-Davis,61739.5
18. 07. 2021,"Webster, Pratt and Brown",79436.67
19. 08. 2021,Jones-Coleman,69466.98
07. 07. 2021,Wagner-Rice,98554.91
29. 07. 2021,"Stanton, Green and Tucker",49426.94
02. 06. 2021,Walker Inc,91300.18
17. 06. 2021,Graham LLC,72042.56
28. 06. 2021,"Schultz, Wolf and Johnston",61978.16
18. 05. 2021,Zimmerman Group,43194.55
01. 08. 2021,Maldonado-Brown,34962.64
25. 08. 2021,"Taylor, Mcintosh and Mahoney",44778.32
24. 08. 2021,Edwards and Sons,8645.67
27. 07. 2021,Key-Ferguson,79562.15
02. 07. 2021,Lopez-Smith,58326.09
25. 07. 2021,Williams Ltd,77731.49
08. 08. 2021,"Gomez, Gonzalez and Mahoney",60267.53
24. 08. 2021,"Cruz, Hamilton and Hunter",22034.23
30. 05. 2021,Perkins-Clayton,84813.93
14. 08. 2021,Berry-Taylor,63504.09
13. 07. 2021,Elliott-Reed,81697.95
02. 07. 2021,Hanson PLC,18838.19
08. 07. 2021,Hernandez PLC,37860.85
06. 08. 2021,Bell-Rios,90350.06
17. 05. 2021,Simmons-Robinson,80321.62
10. 08. 2021,"Gonzalez, Newton and Parker",8989.63
26. 06. 2021,Haynes Ltd,66596.83
05. 06. 2021,"Newman, Brown and Howard",79845.75
23. 05. 2021,Kerr-Colon,57396.54
17. 06. 2021,Ruiz-Wright,67087.66
27. 05. 2021,Li-Mccoy,56740.36
16. 05. 2021,Watts-Payne,799.08
13. 06. 2021,"Ruiz, Morris and Burnett",82979.58
28. 07. 2021,Johnston-Ingram,45961.93
19. 05. 2021,Hoffman LLC,40007.53
30. 07. 2021,Rodgers-Williams,22678.56
30. 07. 2021,"Fowler, Lewis and Mendoza",40647.34
08. 05. 2021,Rios-Davis,77121.04
02. 06. 2021,"Johnson, Anderson and Crawford",30254.77
16. 07. 2021,Carroll Group,95609.56
27. 06. 2021,"Gray, Newman and Perez",76741.53
05. 07. 2021,"Johnson, Nelson and Hopkins",74353.41
26. 06. 2021,Brown and Sons,237.58
28. 08. 2021,"Garcia, Brock and Gray",77626.52
19. 06. 2021,Burgess-Rivera,90113.03
16. 06. 2021,"Anderson, Miller and Henderson",81304.05
07. 05. 2021,Martin Inc,17382.54
17. 07. 2021,"Reed, Hester and Jones",20026.01
20. 06. 2021,"Cooper, Williams and Miller",36608.75
14. 06. 2021,Carlson Group,96108.95
07. 08. 2021,Allen-Chapman,90381.47
26. 05. 2021,"Gates, Thompson and Oneill",13219.16
05. 06. 2021,Sweeney Ltd,86206.34
07. 08. 2021,Davis Inc,92861.49
28. 07. 2021,Hodge-Carter,61051.32
12. 06. 2021,Martinez and Sons,8769.46
11. 08. 2021,Dominguez and Sons,64334.78
09. 07. 2021,"Odonnell, Ramsey and Miller",37935.3
09. 08. 2021,Wood-Nichols,58721.97
07. 07. 2021,Nichols Group,67870.16
10. 06. 2021,Thompson PLC,29418.49
22. 08. 2021,"Mitchell, Johnson and Smith",9302.95
27. 07. 2021,"Hall, Austin and Evans",71966.38
27. 05. 2021,Torres and Sons,84745.98
21. 05. 2021,Reed Ltd,1940.33
23. 07. 2021,"Gill, Rodriguez and Monroe",60757.01
19. 07. 2021,Jones and Sons,25811.63
07. 06. 2021,Reynolds-Barry,87258.91
16. 07. 2021,Livingston Group,93336.86
16. 07. 2021,"Rivera, Potts and Quinn",13520.1
26. 07. 2021,"Johnson, Smith and Price",57097.94
01. 07. 2021,Haney-Mcintosh,59974.95
23. 08. 2021,King Ltd,5519.39
01. 07. 2021,Murray LLC,49079.32
09. 07. 2021,Nunez Group,8970.94
15. 08. 2021,Brown Inc,87372.64
06. 08. 2021,"Garrett, Banks and King",74199.9
20. 05. 2021,"Sanders, Wilson and Dickerson",42051.97
25. 06. 2021,"Alvarado, Kline and Warren",53245.65
01. 08. 2021,Mayer and Sons,11339.93
08. 08. 2021,Nunez-Duncan,67133.37
11. 05. 2021,Smith Inc,10096.82
15. 08. 2021,Ortiz-Smith,12762.52
11. 07. 2021,Green and Sons,89577.23
26. 05. 2021,"Torres, Crawford and Goodman",36356.37
23. 05. 2021,Vang-Park,8462.88
13. 08. 2021,"Trevino, Hughes and Castillo",94862.17
24. 07. 2021,Bishop LLC,47942.25
14. 07. 2021,"Franco, Vasquez and Guerra",42899.09
18. 08. 2021,Hinton Ltd,2703.2
17. 06. 2021,Butler Group,54652.51
05. 05. 2021,Navarro Inc,83948.04
04. 07. 2021,Burnett Inc,51368.09
21. 05. 2021,Watkins-Smith,59625.07
26. 06. 2021,"Herrera, Smith and Petersen",86864.84
17. 08. 2021,"Morton, Marshall and Johnson",9108.35
25. 07. 2021,Wells and Sons,61717.63
14. 07. 2021,Reyes Ltd,75507.67
30. 07. 2021,Brown PLC,11133.19
17. 07. 2021,"Porter, Simmons and Villanueva",52296.17
21. 05. 2021,Wallace-Stone,36369.83
06. 06. 2021,Fowler Inc,75789.06
11. 08. 2021,"Payne, Gordon and Yoder",93259.84
01. 07. 2021,Gonzalez and Sons,99622.08
23. 08. 2021,Harper PLC,12653.45
24. 05. 2021,Castro Ltd,97719.53
04. 08. 2021,Morgan-Hart,78274.28
13. 06. 2021,"Moore, Castillo and Bowen",4182.0
19. 08. 2021,Knapp Group,16675.68
20. 05. 2021,"Francis, Lopez and Adkins",97965.75
16. 07. 2021,Burgess LLC,58366.03
22. 05. 2021,"Compton, Bell and Beasley",68098.62
08. 05. 2021,Bell-White,31459.98
30. 05. 2021,Cox-Marsh,75000.72
28. 06. 2021,Moody-Kirk,80565.05
13. 06. 2021,"Durham, Carter and Smith",49748.03
27. 07. 2021,Carroll Ltd,53213.41
23. 06. 2021,"Meyers, Gentry and Tucker",47230.18
29. 05. 2021,"Owens, Evans and Patterson",33391.28
07. 06. 2021,"Blevins, Winters and Nguyen",13979.32
26. 06. 2021,"Reed, Evans and Oneal",74509.5
07. 07. 2021,Cowan Ltd,29960.23
12. 08. 2021,"Harris, Martin and Pierce",3227.19
18. 06. 2021,Gordon Group,14770.51
31. 07. 2021,"Wilson, Smith and Dalton",11180.55
25. 05. 2021,"Simpson, Mckay and Brown",30377.84
06. 08. 2021,Diaz-Fowler,55337.77
05. 06. 2021,"Smith, Jones and Martinez",17478.87
17. 08. 2021,Rivera-Hernandez,80264.74
17. 06. 2021,Brown Ltd,45947.72
29. 08. 2021,Hughes-Foster,77087.07
12. 08. 2021,"Hicks, Hall and Moreno",4725.51
01. 08. 2021,"Sanders, Ray and Sims",36248.33
14. 06. 2021,Sutton LLC,10021.23
16. 06. 2021,Keller-Hernandez,30642.04
24. 07. 2021,Griffin-Robinson,80685.66
30. 07. 2021,"Marsh, Edwards and Harvey",58811.98
08. 08. 2021,"Chapman, Calhoun and Hoffman",48218.66
21. 06. 2021,Brown-Bryant,92214.16
17. 06. 2021,Trevino-Smith,7278.18
06. 06. 2021,Lewis-Gonzalez,77312.44
18. 06. 2021,Harrison-Porter,956.92
17. 08. 2021,"Brooks, Smith and Hanna",16312.96
27. 06. 2021,"Frazier, Harris and Lopez",32798.99
11. 06. 2021,Cook Ltd,58877.11
28. 05. 2021,Jones-Hines,15986.34
15. 06. 2021,Ware-Burke,58929.92
14. 07. 2021,Lawrence Ltd,47390.11
01. 08. 2021,Ward-Wilcox,29527.65
05. 06. 2021,Williams Ltd,48136.79
14. 08. 2021,Tucker-Vega,33288.78
23. 07. 2021,"Sanders, Davis and Williams",15994.54
26. 07. 2021,Barnes-Aguilar,99191.22
06. 05. 2021,Lowe-Rose,66316.92
14. 05. 2021,Banks LLC,44086.3
29. 06. 2021,Shepard Group,21846.78
30. 05. 2021,Mercer and Sons,3660.05
16. 05. 2021,"Walls, Henderson and Cooper",67843.09
24. 08. 2021,Larson-Lewis,49515.14
03. 08. 2021,Thomas Group,32503.03
22. 07. 2021,Stevenson-Thomas,12678.76
30. 06. 2021,Perez PLC,82232.57
04. 08. 2021,"Williams, Reynolds and Clark",79465.54
24. 05. 2021,"Dorsey, Bryant and Diaz",76235.94
29. 06. 2021,"Hoffman, Gibbs and David",54761.49
30. 07. 2021,Johnson Inc,71305.89
18. 07. 2021,Smith Group,64466.77
04. 06. 2021,Davis and Sons,38029.38
03. 08. 2021,Morgan Inc,59412.53
01. 08. 2021,"Flowers, Pena and Lloyd",11907.18
04. 08. 2021,Edwards and Sons,17376.34
01. 08. 2021,"Hammond, Jackson and Reilly",76039.8
01. 08. 2021,Williams PLC,42987.27
08. 07. 2021,Dillon PLC,93115.15
22. 05. 2021,Morris-Roberts,86632.66
10. 05. 2021,Mosley-Cuevas,44155.4
26. 08. 2021,"Wilson, Davis and Horn",41350.76
07. 05. 2021,"Spencer, West and Fuller",81256.8
25. 05. 2021,"Silva, Wood and Cook",14715.54
08. 08. 2021,Myers Group,4477.09
17. 08. 2021,Jennings PLC,4127.01
17. 07. 2021,Pierce Ltd,11754.08
26. 08. 2021,Fields-Newman,71996.43
13. 08. 2021,Smith Ltd,62070.82
22. 07. 2021,Davis and Sons,12488.64
11. 06. 2021,"Carter, Lester and Taylor",20191.48
19. 06. 2021,Gross Inc,56029.3
24. 06. 2021,Shelton-Spencer,93855.14
16. 06. 2021,"Howard, Weeks and Bowman",80598.05
25. 05. 2021,Morse-Reynolds,80234.73
26. 06. 2021,"Mcguire, Lewis and Webb",79507.14
04. 05. 2021,Green-Henderson,5924.64
29. 06. 2021,Martin Ltd,44998.29
15. 07. 2021,Jones-Perez,98948.96
14. 08. 2021,"Morrison, Moore and White",34193.32
20. 08. 2021,Sosa PLC,35453.52
